"patient1","patient2","patient3","patient4","patient5","patient6","patient7","patient8","patient9","patient10","patient11","patient12","patient13","patient14","patient15","patient16","patient17","patient18","patient19","patient20","patient21","patient22","patient23","patient24","patient25","patient26","patient27","patient28","patient29","patient30","patient31","patient32","patient33","patient34","patient35","patient36","patient37","patient38","patient39","patient40","patient41","patient42","patient43","patient44","patient45","patient46","patient47","patient48","patient49","patient50","patient51","patient52","patient53","patient54","patient55","patient56","patient57","patient58","patient59","patient60","patient61","patient62","patient63","patient64","patient65","patient66","patient67","patient68","patient69","patient70","patient71"
-0.415672143576382,-0.442078123868815,-0.0130221549023711,-0.0234793300943488,-0.0492757339540001,0.0843529419201073,-0.115432742705608,-0.0152597364940483,-0.0183939113670826,-0.133817186232286,0.030651525136791,-0.0886733638534346,-0.647655008458239,0.106708509444488,-0.0111318740949521,0.312775999552297,0.449323029464478,-0.107327304411165,0.274393307337498,-0.515097509560434,-0.785069781338573,0.442078123868815,0.00434618715723158,-0.185676627711536,0.0721512936271121,-0.119415936781001,1.56653520663209,-0.116211174718012,2.93448416814905,-0.0379133080927182,0.013525754514325,0.111115105326958,-0.0292088369329726,-0.0314458118195192,0.138791773466341,-0.025308876974967,-0.225001780078604,0.162725217294967,-0.162927470443165,0.0162507963793412,2.0884379678938,-0.618011258740778,-1.18755268568526,-0.0784427871003479,0.0307857229115026,0.00374883149179452,-0.019085807414674,1.03659695953978,0.0292268218927579,-4.87810337409459,0.0884039809419809,-0.171094578301223,0.0883374909330748,0.201856769342306,-0.0202823617738078,-0.0604346778317741,-0.00619272849397538,0.264824819538997,0.0622138989051438,0.236113508979097,0.253427676007848,0.0267469075744288,0.0427615228259386,-0.282183242221771,0.424966012408392,-0.09561903209786,0.289637393428359,-0.0731400029708128,0.877455274406314,0.394366942017464,-0.116994891371579
-0.547223121533108,-0.435732537808174,-0.0195436829118967,-0.00977184145594836,-0.0390873658237934,0.11726209747138,-0.136805780383277,-0.0390873658237934,-0.00977184145594836,-0.11726209747138,0.0257577653996775,-0.0879465731035352,-0.675882724674296,0.117623875640911,0.00892491247785919,0.311901239413775,0.458635453113369,-0.166121304751122,0.273942253607568,-0.498363914253366,-0.782214510827741,0.435968538445622,-0.00255915304879101,-0.182161038827494,0.0770654447006899,-0.11726209747138,1.56811998505269,-0.107490256015432,2.92572154859675,-0.0293155243678451,0.00977184145594836,0.107490256015432,-0.0293155243678451,-0.0488592072797418,0.149733670301761,-0.0268224499456615,-0.224752353486812,0.166460929972113,-0.156349463295174,0.00977184145594836,2.00138274194963,-0.595813218352643,-1.18666813092291,-0.0293155243678451,0.0195436829118967,0.0195436829118967,-0.0293155243678451,1.02907310707235,0.0390873658237934,-4.88047791883118,0.11726209747138,-0.156349463295174,0.0894583859655734,0.218685202777648,-0.0302956267679641,-0.0684028901916385,-9.8229272630654e-19,0.267960940793221,0.0586310487356902,0.235585891841642,0.238294979458782,0.00977184145594836,0.0466261175664541,-0.220817326542591,0.302927085134399,-0.0781747316475869,0.284059511840144,-0.0803022186665977,0.876230231670743,0.387687867446287,-0.117323404446604
-0.654868996081107,-0.43225500856682,-0.034609229011028,-0.0085602245761814,-0.0178705718898561,0.135004020035795,-0.151652106477142,-0.0423161362351887,-0.0136928342575459,-0.107169797938746,0.00930954042269718,-0.0741620888180134,-0.69991741273114,0.127725258663688,0.0270052769255401,0.312503485288035,0.457322209959677,-0.21446563363019,0.279344059742108,-0.488861487514118,-0.788843066215743,0.430033457253373,-0.00762203663851223,-0.172240361436585,0.081581239254722,-0.0921878689231571,1.56251753827002,-0.106058781038145,2.92783543177705,-0.0210245040844722,-0.0145259611184221,0.0928733749540228,-0.0244336946588983,-0.0720156763279649,0.167684797893009,-0.00915648850608136,-0.213674746514605,0.162649326410952,-0.165642497101112,0.0161886738700654,1.85471180036159,-0.586896811263841,-1.18903774589516,-0.0171463503167323,0.0279527550746951,0.0355583068105371,-0.0328227751342413,1.03066634073313,0.0560665221638034,-4.88583569627823,0.172504856512263,-0.148546069589799,0.076220365220228,0.236283129386961,-0.0330540503208824,-0.0862457127178866,-0.0205931156706394,0.274393307337498,0.0823460004316035,0.236283129386961,0.216834170802365,-0.0057784760467087,0.0534619926050703,-0.171672161530837,0.196133220018951,-0.0684137108365547,0.277399523308767,-0.0694154853367531,0.876534223330508,0.388723841189108,-0.0975651841395528
-0.738831809335321,-0.436149365144525,-0.0416519813386898,-0.0114241550950596,0.00664110452051989,0.140788361421122,-0.166353322009387,-0.0370395473871917,-0.0309499710603268,-0.107063123819255,0.00150471364490854,-0.0598893079970492,-0.7219752014242,0.129536341333664,0.0296660015562224,0.31262302931669,0.457368133833994,-0.248726527086377,0.294382560859907,-0.485964414831343,-0.793453288073032,0.425542872838305,-0.00741129754110127,-0.174043912835539,0.0803293117132879,-0.0465654441347802,1.55946468487393,-0.109001437705618,2.946703743845,-0.0182187934254353,-0.0187149967483568,0.080562978755225,-0.00718825117047045,-0.0881354171644038,0.175524524372054,0.0057446335041762,-0.187707823939679,0.150947380943814,-0.154721807155667,0.025210175058793,1.65976433220542,-0.585627682896056,-1.19645656478877,-0.0260974921821305,0.0631670716338865,0.0437235082188587,-0.0188713847288966,1.03708812599719,0.0559567229458101,-4.90314598986204,0.196213277736046,-0.139383251685957,0.0788304176161122,0.258034839109219,-0.0344506824688347,-0.129543205949031,-0.0415068436070042,0.281540917509656,0.0872443473491486,0.242497757720124,0.211031651310602,-0.0165994874169271,0.0544129838341668,-0.133198494491125,0.112070045812669,-0.0715091698149698,0.27268710322184,-0.044516235054505,0.869255901396409,0.382629156407323,-0.0647725361687116
-0.77797064846587,-0.442078123868815,-0.0389537407844205,-0.00769857553492641,0.022430330163557,0.149189430321542,-0.179173937726787,-0.0591218158821447,-0.0232569833569893,-0.0894137369565305,-0.0160239193967722,-0.0603160161530778,-0.727630571985399,0.129574619942472,-0.00824399072793016,0.311305354351537,0.453218799248408,-0.282812948372163,0.304881460880912,-0.472364655723645,-0.800313830152817,0.426834037777954,-0.00901350381326988,-0.175823533683279,0.0844708867933806,-0.00974926192128787,1.56431215587063,-0.105670126392445,2.97259429018467,-0.0213171895507256,-0.00629026461117173,0.0777091445964139,-0.000405786529009327,-0.083541438174204,0.173666778379653,0.0110863867982244,-0.192646809277704,0.141404647216039,-0.131679303758269,0.0306751215166001,1.44056484954313,-0.589225540553203,-1.18766081507517,-0.0288541587812392,0.0813122600442518,0.0523065201469444,-0.00654337603441394,1.03659695953978,0.0466792313778158,-4.91621349613021,0.195153753755744,-0.1191523383462,0.091706769922307,0.283264972576362,-0.0377179041356065,-0.185841784843458,-0.0530506854030973,0.278096499578325,0.0752058276344426,0.241821159407511,0.223283804085722,-0.0179638106493403,0.0593981093154075,-0.09881288314945,0.0485413747726621,-0.0821408782017572,0.266771282930375,-0.0171586171240982,0.870149984857799,0.381679481345912,-0.0593769867047019
-0.742659950652075,-0.437315773001681,-0.0488592072797418,-4.2329449676729e-20,0.00977184145594836,0.156349463295174,-0.17589314620707,-0.0879465731035352,-0.00977184145594836,-0.0684028901916385,-0.0188653017432217,-0.0684028901916385,-0.732507143033443,0.129825594426136,-0.0228414621868455,0.313674748542009,0.449351724235695,-0.273611560766554,0.310923954551221,-0.449504706973625,-0.810253832326028,0.427386276209584,-0.00416788184103897,-0.170035296808336,0.0838059485137324,0.00977184145594836,1.55673155305159,-0.0977184145594836,2.99519420754634,-0.0293155243678451,-0.00977184145594836,0.0684028901916385,-0.00977184145594836,-0.0586310487356902,0.177307385804925,0.00231777087966133,-0.224752353486812,0.112070201755818,-0.146577621839225,0.0293155243678451,1.2350249092044,-0.596610495164048,-1.17999573933428,-0.0195436829118967,0.0879465731035352,0.0586310487356902,6.33221627050528e-20,1.03580571794442,0.0488592072797418,-4.90614030431749,0.195436829118967,-0.0977184145594836,0.0888115066791183,0.302623919846786,-0.0471221612071568,-0.254067877854657,-0.0684028901916385,0.274270438141144,0.0781747316475869,0.233303219976187,0.227918728700136,6.8798186548154e-21,0.063895882006936,-0.051630024446385,0.00977184145594836,-0.0879465731035352,0.264115480430418,-0.00259341677435111,0.877713471850102,0.392036997975771,-0.0510466122117422
-0.648769437500275,-0.428166788137488,-0.0530686423037508,0.0069464597033863,-0.0157691653755589,0.165482210774744,-0.148907116218728,-0.0856768117653403,-0.0307935336627327,-0.0681614254772847,-0.00831548941709139,-0.0693935828622802,-0.737245488229962,0.127167351543351,-0.0441782862839106,0.320125509695157,0.457322209959677,-0.213831034466498,0.312979871425832,-0.430935659921183,-0.824111341069867,0.422904766028719,0.0152440732770245,-0.171153533417127,0.0870317869572326,0.0258615823897517,1.54727334034931,-0.0830870895641074,3.00547574138728,-0.0366984525222191,-0.025034303588031,0.0503871868207475,-0.0109491002160711,-0.042259633524939,0.182928883983871,-0.00863373037120235,-0.233949039099422,0.0897316226798838,-0.167051934138587,0.0215351564857583,1.06023173996783,-0.602140897354702,-1.18903774589516,-0.0100197607648771,0.0974152614951249,0.0455136768090273,0.00167518724994402,1.03295737351453,0.0442992614948904,-4.90772611658365,0.181464635162461,-0.0938061448111061,0.0838423989465046,0.320125509695157,-0.0339226908005796,-0.326287881181007,-0.0762957265723222,0.282015350382928,0.0740583837856224,0.228661104979838,0.209762015824572,0.0182427622247783,0.0625436944397862,-0.0377198586679959,-0.006380270738234,-0.0803092092292951,0.274940115929391,0.0100109102857214,0.876534223330508,0.396345902872848,-0.0407050813260805
-0.505801259152122,-0.427333190652123,-0.0345976233522258,0.0176364176509011,-0.0168792146670866,0.159960617136534,-0.113975492912272,-0.0607316504022009,-0.0450750378386527,-0.0614774720883099,0.00203597538796553,-0.0693286838587319,-0.728626806002996,0.118261940927211,-0.0799524790121786,0.321063071452927,0.46350542837953,-0.112155028046968,0.31200023959408,-0.439578545606235,-0.831057884224786,0.417502827155227,0.0251262033940441,-0.178174707932967,0.0902932014898189,0.0297617432921225,1.55641311130593,-0.0731933646636777,3.00950599602623,-0.044229136583493,-0.0328784344305042,0.056049151174505,-0.00864997714239886,-0.0281662142688729,0.182759936356634,-0.032493067644704,-0.240990823688962,0.082970104024926,-0.157336078658022,0.0160426107921859,0.928543157257503,-0.601611522705696,-1.19388285700949,-0.0118311575999609,0.0926190826644402,0.030368439662128,-0.00556091976733285,1.02626978262891,0.029522210268145,-4.92576916162169,0.170828417668223,-0.108648848857169,0.089695801680545,0.338697527236862,-0.0283602263806751,-0.358849158130088,-0.0853752038566844,0.283743060486268,0.0560219498880324,0.223193784535276,0.191381026251725,0.0155892316855616,0.067319028374413,-0.0311441483303721,-0.0198065777919549,-0.07734786829427,0.282883063970105,0.0068968426856347,0.873746881934889,0.395171901414527,-0.0216308808703183
-0.309173473649799,-0.434456062185076,-0.0134335300875363,0.036334301126378,-0.00872623197456295,0.139163228741491,-0.092054423161768,-0.0465234660658915,-0.0352057523434445,-0.0442949306102726,0.0111786256646539,-0.0839570253776285,-0.73206882796537,0.106708509444488,-0.115525618199819,0.317646092024833,0.467735343872242,0.0745567588879069,0.312503485288035,-0.488338567644318,-0.830801927781307,0.419212013370831,0.0139849379517004,-0.185602138244224,0.0892822017764507,0.00987764927589662,1.56663339312763,-0.0826870025222411,3.01070441222028,-0.0501899199727042,-0.0266396408296491,0.0720264911102258,-0.0107973812867029,0.0217275795921011,0.183614788649281,-0.0504157537145794,-0.259480393802993,0.0626735130386942,-0.161665489033523,0.00558210782083137,0.838424026741663,-0.602258927074116,-1.2023230137336,-0.00565400980329959,0.0878839316300255,0.0294353675516932,-0.0102368614499286,1.02897493513266,0.0325104754738991,-4.93907986756451,0.181062126362727,-0.118712066900376,0.090234394832861,0.346549290565673,-0.0299692712127702,-0.361956052240198,-0.104225641426901,0.27693311506276,0.0477853488089503,0.218048511467247,0.166264169614822,0.00857600269905678,0.0684881158686367,-0.031881140619302,-0.0340243372235727,-0.0778831029676117,0.282015350382928,-0.0107454094244279,0.882901423744309,0.397931439073321,-0.00392878585585904
-0.0390873658237934,-0.440061720025665,3.4576184365707e-19,0.0586310487356902,-0.0195436829118967,0.11726209747138,-0.0781747316475869,-0.0488592072797418,-0.0293155243678451,-0.0488592072797418,0.0198393067504616,-0.0879465731035352,-0.730326176729112,0.0953240527045279,-0.112392070329719,0.322881336682906,0.473863310005975,0.361558133870089,0.312073458779409,-0.547223121533108,-0.830719259821636,0.420796121201786,0.00691144575272217,-0.178687810399053,0.0899167828487624,-0.0390873658237934,1.57072424343329,-0.0879465731035352,2.99653370718874,-0.0488592072797418,-0.0293155243678451,0.0684028901916385,-0.0195436829118967,0.107490256015432,0.18112212483037,-0.0377508302878988,-0.263839719310606,0.0522208227682269,-0.185664987663019,5.02021168719962e-19,0.765767630679506,-0.59956840044237,-1.21350546942026,0.00977184145594836,0.0879465731035352,0.0195436829118967,-0.00977184145594836,1.03494004215788,0.0390873658237934,-4.94038513972582,0.205208670574916,-0.11726209747138,0.0801817149691135,0.353871248419772,-0.0277837350053353,-0.351786292414141,-0.11726209747138,0.273794534827864,0.0488592072797418,0.2242397264113,0.152622057593634,0.00977184145594836,0.0628543773276683,-0.057550977798015,-0.0390873658237934,-0.0781747316475869,0.287094059348732,-0.0308122595291659,0.894552416108715,0.393470581270829,-0.00496711750134831
